Player	rawDistanceSocre	distanceScore	task3Duration	isOutsideLane	isTimeout	hasCollided	hasExceededSpeedLimit	hasFinishedTask1	hasFinishedTask2	hasFinishedTask3
test1-patch_20230828_with_crank_drive_planner_radius_0.1_start_megin0.1_sharp_dist_threshold_1.patch	118.124	118.124	65.4	false	false	true	false	true	true	false
test1-patch_20230828_with_crank_drive_planner_radius_0.1_start_megin0.1_sharp_dist_threshold_1.patch	145.043	145.043	87.4	true	false	false	false	true	true	false
test1-patch_20230828_with_crank_drive_planner_radius_0.1_start_megin0.1_sharp_dist_threshold_1.patch	145.125	145.125	89.4	true	false	false	false	true	true	false
test1-patch_20230828_with_crank_drive_planner_radius_0.1_start_megin0.1_sharp_dist_threshold_1.patch	118.361	118.361	65.4	false	false	true	false	true	true	false
test1-patch_20230828_with_crank_drive_planner_radius_0.1_start_megin0.1_sharp_dist_threshold_1.patch	144.976	144.976	86	true	false	false	false	true	true	false
test1-patch_20230828_with_crank_drive_planner_radius_0.1_start_megin0.1_sharp_dist_threshold_1.patch	144.996	144.996	86.6	true	false	false	false	true	true	false
test1-patch_20230828_with_crank_drive_planner_radius_0.1_start_megin0.1_sharp_dist_threshold_1.patch	145.177	145.177	87.4	true	false	false	false	true	true	false
